Bohemian Rhapsody - Remastered 2011,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}]","{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}], 'available_markets': ['CA', 'US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6X9k3hSsvQck2OfKYdBbXr'}, 'href': 'https://api.spotify.com/v1/albums/6X9k3hSsvQck2OfKYdBbXr', 'id': '6X9k3hSsvQck2OfKYdBbXr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ce4f1737bc8a646c8c4bd25a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ce4f1737bc8a646c8c4bd25a', 'width': 64}], 'name': 'A Night At The Opera (Deluxe Remastered Version)', 'release_date': '1975-11-21', 'release_date_precision': 'day', 'total_tracks': 18, 'type': 'album', 'uri': 'spotify:album:6X9k3hSsvQck2OfKYdBbXr'}"
Bohemian Rhapsody,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}]","{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}], 'available_markets': ['CA', 'US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/7C2DKB8C12LqxMkfJRwTo9'}, 'href': 'https://api.spotify.com/v1/albums/7C2DKB8C12LqxMkfJRwTo9', 'id': '7C2DKB8C12LqxMkfJRwTo9', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735a7602f0e508660b2ba40f8c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025a7602f0e508660b2ba40f8c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515a7602f0e508660b2ba40f8c', 'width': 64}], 'name': 'Stone Cold Classics', 'release_date': '2006-01-01', 'release_date_precision': 'day', 'total_tracks': 14, 'type': 'album', 'uri': 'spotify:album:7C2DKB8C12LqxMkfJRwTo9'}"
Bohemian Rhapsody - Remastered 2011,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}]","{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}], 'available_markets': ['CA', 'US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/1Q9NOisnaTULM5CZD4rIgZ'}, 'href': 'https://api.spotify.com/v1/albums/1Q9NOisnaTULM5CZD4rIgZ', 'id': '1Q9NOisnaTULM5CZD4rIgZ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f7b6f1d6b235e8e70ecc4407', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f7b6f1d6b235e8e70ecc4407', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f7b6f1d6b235e8e70ecc4407', 'width': 64}], 'name': ""Queen 40 Limited Edition Collector's Box Set"", 'release_date': '2011-01-01', 'release_date_precision': 'day', 'total_tracks': 83, 'type': 'album', 'uri': 'spotify:album:1Q9NOisnaTULM5CZD4rIgZ'}"
Bohemian Rhapsody - 2011 Remaster,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}]","{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}], 'available_markets': ['CA', 'US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3BHe7LbW5yRjyqXNJ3A6mW'}, 'href': 'https://api.spotify.com/v1/albums/3BHe7LbW5yRjyqXNJ3A6mW', 'id': '3BHe7LbW5yRjyqXNJ3A6mW', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27328581cfe196c266c132a9d62', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0228581cfe196c266c132a9d62', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485128581cfe196c266c132a9d62', 'width': 64}], 'name': 'Bohemian Rhapsody (The Original Soundtrack)', 'release_date': '2018-10-19', 'release_date_precision': 'day', 'total_tracks': 22, 'type': 'album', 'uri': 'spotify:album:3BHe7LbW5yRjyqXNJ3A6mW'}"
Bohemian Rhapsody - Remastered 2011,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}]","{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}], 'available_markets': ['CA', 'US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6a8nlV9V8kPUbTTCJNVSsh'}, 'href': 'https://api.spotify.com/v1/albums/6a8nlV9V8kPUbTTCJNVSsh', 'id': '6a8nlV9V8kPUbTTCJNVSsh', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737019a7048354d33373cfe93d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027019a7048354d33373cfe93d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517019a7048354d33373cfe93d', 'width': 64}], 'name': 'Greatest Hits', 'release_date': '2014', 'release_date_precision': 'year', 'total_tracks': 17, 'type': 'album', 'uri': 'spotify:album:6a8nlV9V8kPUbTTCJNVSsh'}"
Bohemian Rhapsody - Live Aid,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}]","{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}], 'available_markets': ['CA', 'US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3BHe7LbW5yRjyqXNJ3A6mW'}, 'href': 'https://api.spotify.com/v1/albums/3BHe7LbW5yRjyqXNJ3A6mW', 'id': '3BHe7LbW5yRjyqXNJ3A6mW', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27328581cfe196c266c132a9d62', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0228581cfe196c266c132a9d62', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485128581cfe196c266c132a9d62', 'width': 64}], 'name': 'Bohemian Rhapsody (The Original Soundtrack)', 'release_date': '2018-10-19', 'release_date_precision': 'day', 'total_tracks': 22, 'type': 'album', 'uri': 'spotify:album:3BHe7LbW5yRjyqXNJ3A6mW'}"
Bohemian Rhapsody - Remastered,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}]","{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}], 'available_markets': ['CA', 'US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/4Qcy60knPmSHjWmOsVVwhL'}, 'href': 'https://api.spotify.com/v1/albums/4Qcy60knPmSHjWmOsVVwhL', 'id': '4Qcy60knPmSHjWmOsVVwhL', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ba84c3e2d930822ae1c3ce22', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ba84c3e2d930822ae1c3ce22', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ba84c3e2d930822ae1c3ce22', 'width': 64}], 'name': 'Greatest Hits - We Will Rock You Edition', 'release_date': '2004', 'release_date_precision': 'year', 'total_tracks': 19, 'type': 'album', 'uri': 'spotify:album:4Qcy60knPmSHjWmOsVVwhL'}"
Bohemian Rhapsody - Remastered 2011,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}]","{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}], 'available_markets': ['CA', 'US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/7HVoV2lgVsmuiHsjbbUJB4'}, 'href': 'https://api.spotify.com/v1/albums/7HVoV2lgVsmuiHsjbbUJB4', 'id': '7HVoV2lgVsmuiHsjbbUJB4', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733025a441495664948b809537', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023025a441495664948b809537', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513025a441495664948b809537', 'width': 64}], 'name': 'A Night At The Opera', 'release_date': '1975-11-21', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:7HVoV2lgVsmuiHsjbbUJB4'}"
Bohemian Rhapsody - Live at Wembley '86,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}]","{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d'}, 'href': 'https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d', 'id': '1dfeR4HaWDbWqFHLkxsg1d', 'name': 'Queen', 'type': 'artist', 'uri': 'spotify:artist:1dfeR4HaWDbWqFHLkxsg1d'}], 'available_markets': ['CA', 'US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3uk2r2tVRHy9L15rHJhD2S'}, 'href': 'https://api.spotify.com/v1/albums/3uk2r2tVRHy9L15rHJhD2S', 'id': '3uk2r2tVRHy9L15rHJhD2S', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27381b9817153e6b30dedb8813f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0281b9817153e6b30dedb8813f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485181b9817153e6b30dedb8813f', 'width': 64}], 'name': 'Live At Wembley Stadium', 'release_date': '1992-05-26', 'release_date_precision': 'day', 'total_tracks': 32, 'type': 'album', 'uri': 'spotify:album:3uk2r2tVRHy9L15rHJhD2S'}"
Bohemian Rhapsody - Muppet version,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7snk050RNCu5ZsAHIOhfRn'}, 'href': 'https://api.spotify.com/v1/artists/7snk050RNCu5ZsAHIOhfRn', 'id': '7snk050RNCu5ZsAHIOhfRn', 'name': 'Queen + The Muppets', 'type': 'artist', 'uri': 'spotify:artist:7snk050RNCu5ZsAHIOhfRn'}]","{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7snk050RNCu5ZsAHIOhfRn'}, 'href': 'https://api.spotify.com/v1/artists/7snk050RNCu5ZsAHIOhfRn', 'id': '7snk050RNCu5ZsAHIOhfRn', 'name': 'Queen + The Muppets', 'type': 'artist', 'uri': 'spotify:artist:7snk050RNCu5ZsAHIOhfRn'}], 'available_markets': ['AG', 'AR', 'BB', 'BO', 'BR', 'BS', 'BZ', 'CA', 'CL', 'CO', 'CR', 'CW', 'DM', 'DO', 'EC', 'GD', 'GT', 'GY', 'HN', 'HT', 'JM', 'KN', 'LC', 'MX', 'NI', 'PA', 'PE', 'PY', 'SR', 'SV', 'TT', 'US', 'UY', 'VC', 'VE'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2e6lW14FdkQeDCetGcF6tQ'}, 'href': 'https://api.spotify.com/v1/albums/2e6lW14FdkQeDCetGcF6tQ', 'id': '2e6lW14FdkQeDCetGcF6tQ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273213e74d5ba3137fd0c74387f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02213e74d5ba3137fd0c74387f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851213e74d5ba3137fd0c74387f', 'width': 64}], 'name': 'Bohemian Rhapsody', 'release_date': '2009-01-01', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:2e6lW14FdkQeDCetGcF6tQ'}"
